 summary,subscriptionId,calPath,guid,recurrenceId,link,eventlink,status,startallday,startshortdate,startlongdate,startdayname,starttime,startutcdate,startdatetime,starttimezone,endallday,endshortdate,endlongdate,enddayname,endtime,endutcdate,enddatetime,endtimezone,locationaddress,locationlink,contactname,contactphone,contactlink,calendarname,calendardisplayName,calendarpath,calendarencodedPath,categories,description,cost,xproperties 
 CLOSED: All libraries closed for Memorial Day,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9efe-34ab0db1-0135-35561c73-00005f59demobedework%40mysite.edu,20130527T050000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9efe-34ab0db1-0135-35561c73-00005f59demobedework%40mysite.edu&amp;recurrenceId=20130527T050000Z,CONFIRMED,TRUE,5/30/2016,30-May-16,Monday,12:00 AM,20160530T050000Z,20160530,,TRUE,5/30/2016,30-May-16,Monday,12:00 AM,20160530T050000Z,20160530,,All Libraries,,Main Library,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/North,location/Bellevue,location/Bordeaux,location/Donelson,location/Edmondson Pike,location/Goodlettsville,location/Green Hills,location/Hadley Park,location/Hermitage,location/Inglewood,location/Madison,location/Pruitt,location/Richland Park,location/Southeast,location/Thompson Lane,Teens,location/Edgehill,series/Closed,location/Looby,location/East,location/Old Hickory,location/Watkins Park,Locations,location/Main Library,Series",All libraries closed. Use book drops to return books.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Community Cinema,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Featured,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Donelson,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/East,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Edgehill,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Edmondson Pike,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Goodlettsville,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Green Hills,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hadley Park,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Inglewood,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Looby,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/MAIN,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/North,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Old Hickory,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Pruitt,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Richland Park,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Southeast,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Thompson Lane,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Watkins Park,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Closed,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Music Movie Matinee,,%2Fpublic%2Fcals%2FMainCal,20160127-000013-HADLEYPARK-201605311000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000013-HADLEYPARK-201605311000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/31/2016,31-May-16,Tuesday,10:00 AM,20160531T150000Z,20160531T100000,America/Chicago,FALSE,5/31/2016,31-May-16,Tuesday,10:00 AM,20160531T150000Z,20160531T100000,America/Chicago,Hadley Park,http://www.library.nashville.org/locations/loc_hadleypk.asp,Hadley Park,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Hadley Park,Movies,Locations,Series",Venture through time and musical genres with us. We'll watch movies about variuous artists who have made their mark on the entertainment industry and helped to shape a generation. Cold drinks and freshly-popped popcorn.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hadley Park,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Movies "
 Baby and Me,,%2Fpublic%2Fcals%2FMainCal,20160127-000003-HERMITAGE-201603081300%40LIBRARY.NASHVILLE.ORG,20160531T180000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000003-HERMITAGE-201603081300%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=20160531T180000Z,CONFIRMED,FALSE,5/31/2016,31-May-16,Tuesday,1:00 PM,20160531T180000Z,20160531T130000,America/Chicago,FALSE,5/31/2016,31-May-16,Tuesday,1:00 PM,20160531T180000Z,20160531T130000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Children,Story Time,Locations",Each week we present stories and activities for caregiver and baby to do together. For babies 24 months or younger.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
" Game Time: Video Games, Board Games, Wii, and More",,%2Fpublic%2Fcals%2FMainCal,20160127-000029-HERMITAGE-201605311600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000029-HERMITAGE-201605311600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,5/31/2016,31-May-16,Tuesday,4:00 PM,20160531T210000Z,20160531T160000,America/Chicago,FALSE,5/31/2016,31-May-16,Tuesday,5:00 PM,20160531T220000Z,20160531T170000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Teens,Locations,Series","Every other Tuesday, join your friens for Wii, video games, board games and more. Enjoy some snacks too!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens "
" Game Time: Video Games, Board Games, Wii, and More",,%2Fpublic%2Fcals%2FMainCal,20160127-000028-HERMITAGE-201605171600%40LIBRARY.NASHVILLE.ORG,20160531T210000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000028-HERMITAGE-201605171600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=20160531T210000Z,CONFIRMED,FALSE,5/31/2016,31-May-16,Tuesday,4:00 PM,20160531T210000Z,20160531T160000,America/Chicago,FALSE,5/31/2016,31-May-16,Tuesday,5:00 PM,20160531T220000Z,20160531T170000,America/Chicago,Hermitage,http://www.library.nashville.org/locations/loc_hermitage.asp,Hermitage,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Hermitage,Teens,Locations","Every other Tuesday, join your friens for Wii, video games, board games and more. Enjoy some snacks too!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Hermitage,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Jobs Lab,,%2Fpublic%2Fcals%2FMainCal,20160127-000115-MADISON-201605311500%40LIBRARY.NASHVILLE.ORG,20160301T160000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000115-MADISON-201605311500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=20160301T160000Z,CONFIRMED,FALSE,3/1/2016,1-Mar-16,Tuesday,10:00 AM,20160301T160000Z,20160301T100000,America/Chicago,FALSE,3/1/2016,1-Mar-16,Tuesday,5:00 PM,20160301T230000Z,20160301T170000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Madison,Jobs,Locations","Every Tuesday. Need to apply for a job online, but don't know where to start? We can help! Free use of computers for your job search needs. No appointment necessary. Walk-ins welcome!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Jobs,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Financial Empowerment Center,,%2Fpublic%2Fcals%2FMainCal,20160127-000101-MADISON-201603011500%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000101-MADISON-201603011500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/1/2016,1-Mar-16,Tuesday,3:00 PM,20160301T210000Z,20160301T150000,America/Chicago,FALSE,3/1/2016,1-Mar-16,Tuesday,7:00 PM,20160302T010000Z,20160301T190000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Madison,Money and Taxes,Locations,Series","Every Tuesday, Nashville Financial Empowerment Center provides free, professional financial counseling to any Nashvillian. These services are offered in partnership with United Way. Call 615-748-3620 to make an appointment. ",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Money and Taxes "
 Cypher,,%2Fpublic%2Fcals%2FMainCal,20160127-000002-MADISON-201603011630%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000002-MADISON-201603011630%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/1/2016,1-Mar-16,Tuesday,4:30 PM,20160301T223000Z,20160301T163000,America/Chicago,FALSE,3/1/2016,1-Mar-16,Tuesday,6:00 PM,20160302T000000Z,20160301T180000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Madison,Teens,Locations,Series","Teen poets, emcees, DJs, spoken word artists, and producers meet to develop their work, share pieces, and collaborate on projects. Participating artists will have access to larger events and performance opportunities executed by Studio NPL and Southern Word. See more at: http://events.library.nashville.org/cal/event/showEventMore.rdo#sthash.hAIQWHyx.dpuf",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg "
 Learn English at the Library,,%2Fpublic%2Fcals%2FMainCal,20160127-000133-MADISON-201603221745%40LIBRARY.NASHVILLE.ORG,20160301T234500Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000133-MADISON-201603221745%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=20160301T234500Z,CONFIRMED,FALSE,3/1/2016,1-Mar-16,Tuesday,5:45 PM,20160301T234500Z,20160301T174500,America/Chicago,FALSE,3/1/2016,1-Mar-16,Tuesday,7:45 PM,20160302T014500Z,20160301T194500,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Madison,ESL,Locations","Every Tuesday and Thursday. These classes are offered in partnership with Nashville Adult Literacy Council. Classes are free, but registration is required. Please call 615-298-8060 to register.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/ESL,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Preschool Story Time,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d62bc5-0152-d64ce005-0000241cdemobedework%40mysite.edu,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d62bc5-0152-d64ce005-0000241cdemobedework%40mysite.edu&amp;recurrenceId=,CONFIRMED,FALSE,3/2/2016,2-Mar-16,Wednesday,10:30 AM,20160302T163000Z,20160302T103000,America/Chicago,FALSE,3/2/2016,2-Mar-16,Wednesday,11:15 AM,20160302T171500Z,20160302T111500,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Madison,Children,Story Time,Locations","Stories, songs, fingerplays and crafts. For group reservations and scheduling, call (615) 862-5868. For ages 3-5.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Game Time: Xbox and Play Station,,%2Fpublic%2Fcals%2FMainCal,20160127-000053-MADISON-201603141500%40LIBRARY.NASHVILLE.ORG,20160302T210000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000053-MADISON-201603141500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=20160302T210000Z,CONFIRMED,FALSE,3/2/2016,2-Mar-16,Wednesday,3:00 PM,20160302T210000Z,20160302T150000,America/Chicago,FALSE,3/2/2016,2-Mar-16,Wednesday,5:30 PM,20160302T233000Z,20160302T173000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Madison,Teens,Locations",Play games on our Xbox One and Play Station 2 every Monday &amp; Wednesday afternoons!,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 VITA Tax Preparation Help,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-5263dde2-0152-66383c6d-00004115demobedework%40mysite.edu,20160303T190000Z,http://www.unitedwayfilefree.com,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-5263dde2-0152-66383c6d-00004115demobedework%40mysite.edu&amp;recurrenceId=20160303T190000Z,CONFIRMED,FALSE,3/3/2016,3-Mar-16,Thursday,1:00 PM,20160303T190000Z,20160303T130000,America/Chicago,FALSE,3/3/2016,3-Mar-16,Thursday,7:00 PM,20160304T010000Z,20160303T190000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Madison,Money and Taxes,Locations","United Way IRS certified volunteers prepare tax returns for FREE for individuals &amp; families earning less than $62,000.\n\nFebruary 3 - April 15\nAppointment required. Call 2-1-1 to schedule an appointment.\n\nHours for February (No appointments Feb 22):\nMonday: 1:00pm - 7:00pm\nThursday: 10:00am - 3:30pm\nFriday: 2:00pm - 5:30pm\nSaturday: 10:00am - 4:00pm\n\nHours for March and April (No appointments Mar 10):\nMonday: 1:00pm - 7:00pm\nThursday: 1:00pm - 7:00pm\nSaturday: 10:00am - 4:00pm\n\nView all VITA Tax Help sites in Nashville at www.unitedwayfilefree.com.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Money and Taxes,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-SUBMITTEDBY : values : text : jellis for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Digital Creations,,%2Fpublic%2Fcals%2FMainCal,20160127-000015-MADISON-201603031500%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000015-MADISON-201603031500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/3/2016,3-Mar-16,Thursday,3:00 PM,20160303T210000Z,20160303T150000,America/Chicago,FALSE,3/3/2016,3-Mar-16,Thursday,6:00 PM,20160304T000000Z,20160303T180000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Madison,Teens,Computers and Technology,Locations,Series","Using DSLR cameras, studio lighting, and the green screen, students will participate in a variety of photo, film, and graphic design-based projects. ",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg "
 Kid Zone: Family Heritage Puzzles,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d62bc5-0152-d739d07d-000077dedemobedework%40mysite.edu,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d62bc5-0152-d739d07d-000077dedemobedework%40mysite.edu&amp;recurrenceId=,CONFIRMED,FALSE,3/3/2016,3-Mar-16,Thursday,4:00 PM,20160303T220000Z,20160303T160000,America/Chicago,FALSE,3/3/2016,3-Mar-16,Thursday,4:00 PM,20160303T220000Z,20160303T160000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,History and Genealogy,location/Madison,series/Nashville Reads,Children,Locations,Series","Imagine that you are a puzzle, made up of many pieces. What would be on those pieces? What makes up YOU? Come create your own puzzle pieces, where you can describe those things that make you, you!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Nashville Reads,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/History and Genealogy,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/nashville_reads_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://events.library.nashville.org/pubcaldav/public/images/logo_cropped.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Baby Story Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000162-MADISON-201604011030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000162-MADISON-201604011030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/4/2016,4-Mar-16,Friday,10:30 AM,20160304T163000Z,20160304T103000,America/Chicago,FALSE,3/4/2016,4-Mar-16,Friday,11:15 AM,20160304T171500Z,20160304T111500,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Madison,Children,Story Time,Locations","Bring your baby to this special story time. We will have fun learning songs, nursery rhymes, and other beginning literacy skills. For babies 0-24 months.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Photography and Design,,%2Fpublic%2Fcals%2FMainCal,20160127-000028-MADISON-201603041400%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000028-MADISON-201603041400%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/4/2016,4-Mar-16,Friday,2:00 PM,20160304T200000Z,20160304T140000,America/Chicago,FALSE,3/4/2016,4-Mar-16,Friday,6:00 PM,20160305T000000Z,20160304T180000,America/Chicago,Madison,http://www.library.nashville.org/locations/loc_madison.asp,Madison,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Madison,Teens,Locations,Series","Using DSLR cameras, studio lighting, and the green screen, students will participate in a variety of photo, film, and graphic design-based projects. - See more at: http://events.library.nashville.org/cal/event/showEventMore.rdo#sthash.U17v0FB3.dpuf",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Madison,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg "
